"CHEM_ID","LIB_ID","COMP_ID","CHRO_LIB_ENTRY_ID","SUPER_PATHWAY","SUB_PATHWAY","PATHWAY_SORTORDER","TYPE","INCHIKEY","SMILES","CHEMICAL_NAME","PLOT_NAME","CAS","CHEMSPIDER","HMDB","KEGG","PUBCHEM","PLATFORM"
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(18:2/20:2)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(20:0/16:1)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(12:0/20:5)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(14:0/18:1)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(14:0/22:5)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(14:0/22:6)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(15:0/22:5)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(16:0/18:4)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(16:0/22:2)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(16:0/22:6)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(18:0/14:0)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(14:0/16:1)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(14:0/18:2)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(14:0/22:4)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(15:0/18:2)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(15:0/18:3)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(15:0/20:5)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(16:0/18:0)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(16:0/20:4)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(16:0/20:5)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(16:0/22:1)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(16:0/22:4)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(17:0/18:1)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(17:0/18:2)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(18:0/18:3)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(18:0/18:4)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(18:0/20:0)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(18:0/20:4)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(18:0/20:5)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(18:0/22:1)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(18:0/22:6)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(18:1/20:2)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(18:1/20:4)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(18:2/16:1)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(20:0/20:3)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(20:0/20:5)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(20:0/22:5)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(12:0/18:1)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(14:0/20:1)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(14:0/20:4)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(15:0/20:3)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(16:0/14:1)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(16:0/18:2)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(17:0/14:1)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(17:0/20:3)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(17:0/22:5)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(18:0/18:2)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(18:1/16:1)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(18:1/18:3)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(18:2/22:6)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(20:0/14:1)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(20:0/22:6)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(14:0/20:5)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(15:0/14:1)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(15:0/16:1)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(15:0/18:1)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(16:0/12:0)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(16:0/20:2)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(16:0/22:5)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(18:0/18:1)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(18:0/20:3)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(18:1/20:3)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(18:2/20:4)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(18:2/22:4)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PC(20:0/18:3)",NA,NA,NA,NA,"C00157",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(15:0/22:5)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(16:0/20:2)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(17:0/18:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:0/22:5)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:1/14:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:1/18:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:1/20:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:1/22:4)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:1/22:5)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:2/18:2)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(O-16:0/20:4)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(O-16:0/20:5)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(O-16:0/22:5)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(O-16:0/22:6)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(O-18:0/16:0)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(O-18:0/16:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(O-18:0/20:3)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-16:0/18:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:0/16:0)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:0/18:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:0/20:2)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:1/16:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:1/20:2)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:1/22:5)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(16:0/18:2)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(17:0/20:4)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(17:0/22:5)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:0/15:0)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:0/16:0)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:0/17:0)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:1/22:6)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:2/16:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(O-18:0/18:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(O-18:0/20:2)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-14:1/18:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-16:0/20:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-16:0/22:5)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:0/18:0)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:0/18:3)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:0/20:4)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(15:0/18:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(16:0/16:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(17:0/20:3)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:0/22:4)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:1/20:5)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:2/22:6)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-16:0/22:6)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:0/22:4)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:0/22:5)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:1/20:3)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(14:0/16:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(15:0/20:2)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(16:0/14:0)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(16:0/22:6)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:0/18:3)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(O-16:0/16:0)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(O-16:0/18:2)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(O-16:0/22:4)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(O-18:0/18:0)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-16:0/18:3)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-16:0/20:3)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:0/16:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:1/20:4)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(14:0/18:2)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(16:0/16:0)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(16:0/18:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(16:0/20:5)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(17:0/18:2)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(17:0/22:4)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:0/18:2)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:0/20:2)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:0/20:4)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:2/14:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(O-18:0/22:4)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-16:0/20:4)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:1/22:6)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:2/22:6)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(14:0/20:4)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(16:0/18:3)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(16:0/20:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(17:0/22:6)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:0/14:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:0/16:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:0/20:5)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:0/22:6)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:1/18:3)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:1/20:3)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:2/20:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(O-16:0/20:3)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(O-18:0/20:4)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(O-18:0/20:5)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-16:0/22:4)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-16:1/18:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:0/20:5)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:0/22:6)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:1/18:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:1/18:2)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:2/18:2)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:2/20:4)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(15:0/22:4)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(15:0/22:6)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(16:0/22:4)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(16:0/22:5)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:0/20:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:1/20:4)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(O-16:0/18:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(O-18:0/18:2)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(O-18:0/18:3)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(O-18:0/22:5)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(O-18:0/22:6)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-16:0/16:0)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-16:0/16:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-16:0/18:0)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-16:0/20:2)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:0/18:2)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:1/18:3)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(P-18:1/20:5)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(14:0/14:0)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(14:0/18:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(16:0/20:3)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(16:0/20:4)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(17:0/20:2)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:0/14:0)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:0/18:0)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:0/18:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:0/20:3)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:1/16:1)",NA,NA,NA,NA,"C00350",NA,NA
NA,NA,NA,NA,"Complex lipids",NA,NA,NA,NA,NA,"PE(18:1/18:2)",NA,NA,NA,NA,"C00350",NA,NA
